time_point,number,volume_mean,volume_sd,surface_mean,surface_sd,aspect_ratio_mean,aspect_ratio_sd,solidity_mean,solidity_sd,centroid_mean,centroid_sd
1,2,8784.640000000003,2432.000000000001,3034.2400000000007,685.44,1.694220253146422,0.13023108396357408,0.874147744683976,0.015120104338306795,9.217062292881096,2.8953427102008558
2,2,8774.400000000001,2112.0,3072.6400000000003,562.5600000000002,1.7103755403651897,0.11330663846737177,0.8740298573083616,0.009296580424364986,9.094167470588904,2.7921180487866337
3,2,8728.320000000002,2323.2000000000007,3055.3600000000006,637.44,1.7552585460298964,0.15027040955360016,0.877725746211441,0.0036416213810475107,8.852626166569513,3.275075092581248
4,2,8776.960000000001,2824.9600000000005,3054.080000000001,748.8,1.7352633387048177,0.16222742637424348,0.8706070627521452,0.016101466813527365,8.91792042563986,3.661305451256202
5,2,8841.600000000002,3633.280000000001,3159.6800000000007,968.3200000000002,1.7948440450646643,0.17822249280229863,0.849476332988462,0.019393477666600933,9.169728317928463,4.621808398885531
6,2,8993.920000000002,2878.0800000000004,3151.3600000000006,733.44,1.80583270226021,0.14422211968032972,0.851061096795753,0.02184543167545966,9.110799419354661,3.6752121320658304
7,2,9272.960000000003,3422.080000000001,3180.1600000000008,891.5200000000002,1.828139709270657,0.12887752989475254,0.8644362148614273,0.0067924560956489355,9.390630153426958,3.979618603777937
8,2,9271.680000000002,2800.0000000000005,3224.3200000000006,724.48,1.7655654321376113,0.06918549721989331,0.8677330428327654,0.016701067642946155,9.713675664979041,3.563493066614221
9,2,9066.240000000002,1840.6400000000008,3175.040000000001,535.6800000000001,1.7523800633464002,0.053273864528498804,0.8571259509327263,0.001194300244667823,9.897126904771566,3.4013706136460713
10,2,8880.640000000003,1176.3200000000006,3195.5200000000004,359.0400000000002,1.6695226226697426,0.02705276979751503,0.8486412047016154,0.007528851431632122,9.907820423600997,2.4593817280821018
11,2,4891.52,94.08000000000038,2094.0800000000004,23.039999999999964,2.0795632583693764,0.17896762286727297,0.8387773109632785,0.026132536470840795,10.063824760351759,4.016178581315927
12,1,6248.960000000001,0.0,2626.5600000000004,0.0,2.0461253908681942,0.0,0.8167561309335859,0.0,4.780273151051187,0.0
13,1,6656.000000000001,0.0,2675.2000000000007,0.0,1.9384464171325078,0.0,0.8415015641293013,0.0,6.540318016974615,0.0
14,1,6702.080000000002,0.0,2775.0400000000004,0.0,2.0903442007387687,0.0,0.7910103726469458,0.0,4.240170752277655,0.0
15,1,7138.560000000001,0.0,2745.6000000000004,0.0,2.2763574756229206,0.0,0.8456389249675292,0.0,6.442605187017221,0.0
16,1,9272.320000000002,0.0,3453.4400000000005,0.0,2.1943032817798898,0.0,0.8248110271231659,0.0,6.437322713581207,0.0
17,1,8878.080000000002,0.0,3344.640000000001,0.0,2.043334400680578,0.0,0.8267142413900093,0.0,6.113482912649111,0.0
18,1,10141.440000000002,0.0,3783.6800000000007,0.0,2.047598710297271,0.0,0.7892004153686397,0.0,7.8958584541114485,0.0
19,1,9849.600000000002,0.0,3653.120000000001,0.0,2.0330195688066675,0.0,0.8329005544248719,0.0,8.641331031420753,0.0
20,2,5324.160000000001,21.11999999999989,2291.2000000000003,87.03999999999996,2.4365577634818845,0.23965552035180426,0.8204418924363973,0.058461783937301504,11.280123667515971,3.491635741073635
21,2,2667.5200000000004,270.0799999999999,1291.5200000000002,85.75999999999999,3.0209014593315855,0.3300986656261504,0.8765645101441805,0.005004877116657536,20.57155687479727,0.46240636747067754
22,2,3168.000000000001,624.6400000000001,1454.7200000000003,236.16000000000008,2.8767373007738026,0.29528647388531115,0.8840991558146953,0.009931872320987023,20.67772588045927,0.4845620007189684
23,2,3487.3600000000006,384.6400000000001,1528.9600000000003,128.6400000000001,2.327089776169829,0.06847336794675063,0.8987891539469599,0.004771676913574219,20.6573943553949,1.0419845061623416
24,2,3927.6800000000007,278.4000000000001,1628.8000000000002,81.28000000000009,2.0707803851616227,0.03273195999780487,0.9066431726601769,0.0030844537989669907,21.987597761753612,0.48024776939353764
25,2,4373.76,106.24000000000024,1753.6000000000004,12.799999999999955,1.9612704431854822,0.019249123829808035,0.9155911489103981,0.0026721662592274487,22.40365025226852,0.8817727605665588
26,2,4872.3200000000015,118.40000000000009,1891.2000000000003,23.67999999999995,1.91919325489952,0.06791025688705588,0.9095407421045139,0.0055757187365054195,22.358960447735267,1.0538998898874539
27,2,5264.000000000001,60.80000000000018,2024.9600000000005,1.2800000000000864,1.831962587898417,0.063075205486406,0.9143482465178564,0.0007955415541084365,22.875505463862392,1.6824468779882302
28,2,5527.040000000001,8.960000000000036,2097.2800000000007,1.9199999999998454,1.7988149878923714,0.0386933805912526,0.9215917355513028,0.0012330151658122568,22.720439668303335,2.3568996872334846
29,2,5749.120000000001,103.03999999999996,2163.2000000000007,19.200000000000045,1.7670447733908923,0.04862930532924303,0.9259280964752787,0.006320503151288348,22.030181357894584,2.078882276573774
30,2,6052.480000000001,176.0,2238.0800000000004,68.48000000000002,1.7476665719100797,0.033068677655767154,0.9198925432264117,0.006469001135644081,21.22475242636196,1.486268623543383
31,2,6334.080000000001,88.96000000000004,2309.1200000000003,17.920000000000073,1.753292946321782,0.027769027400824764,0.9212939750373672,0.010610962778172806,20.283819257683277,1.23223664453152
32,2,6592.000000000002,174.08000000000038,2368.6400000000003,45.440000000000055,1.734856143699607,0.016195093521160553,0.926106626222803,0.00452921192748601,19.511150406297613,0.9482315884121775
33,2,6894.720000000001,245.1199999999999,2449.2800000000007,55.680000000000064,1.71272144789511,0.030329331887360533,0.916589989679919,0.002945051511820118,18.851990341396224,0.3492340681625503
34,2,7144.3200000000015,252.80000000000018,2516.4800000000005,70.40000000000009,1.7247743166807235,0.019794816730551612,0.9179665937462707,0.002849374667855231,18.363747331005655,0.3613390943540722
35,2,7230.720000000001,303.3600000000001,2531.8400000000006,78.07999999999993,1.7029485966048559,0.02576246063794585,0.9191956257956737,0.002162439070363842,18.296409875113497,0.46966300492579194
36,2,7409.280000000002,385.9200000000001,2578.5600000000004,108.16000000000008,1.729691633925495,0.017124836474342264,0.911245547508492,0.0019603882233326098,18.265113058961376,0.6788368700272613
37,2,7586.560000000001,394.24000000000024,2604.8000000000006,90.88000000000011,1.7205154221249628,0.041909677380665755,0.9201842522744692,0.0011291341642329922,18.201747155472525,0.3703717814543488
38,2,7691.520000000001,389.1199999999999,2625.2800000000007,83.20000000000005,1.7164929729873901,0.03636225588241282,0.9158354616434072,0.0009569911867815528,18.286743455620428,0.4165721441831849
39,2,7836.160000000002,430.0799999999999,2679.6800000000003,91.52000000000021,1.7086889577164466,0.04665472028964357,0.9153576047338203,0.004010796648969472,18.36206247665746,0.270566589908551
40,2,7930.240000000002,394.87999999999965,2697.6000000000004,82.56000000000017,1.722370122242899,0.03571937383513324,0.9185650086533086,0.0011064657056656935,18.618521577440973,0.46918721089063276
41,2,8016.000000000002,443.52000000000044,2727.0400000000004,91.51999999999998,1.7098622392627407,0.03235556195836975,0.9143145308565984,0.0017873192991078035,18.84671724956033,0.3361612982410378
42,2,8011.520000000001,417.27999999999975,2718.7200000000003,106.24000000000001,1.717455566710269,0.033486106934536686,0.9169637799387695,0.004908081880872939,18.925201008343183,0.31007795696395846
43,2,8170.240000000002,482.55999999999995,2755.2000000000007,108.16000000000008,1.7024796246715117,0.016183442253285274,0.9169088750065264,0.0038421131357660454,19.026581729424606,0.30143554430256536
44,2,8211.840000000002,470.4000000000001,2753.2800000000007,103.68000000000006,1.6955226871949742,0.023701872625464082,0.9201247265829582,0.0013167148584833366,19.20447803020121,0.19668732056740446
45,2,8291.84,481.27999999999975,2782.7200000000003,85.75999999999999,1.7067133761328608,0.026072093413485486,0.9235990984495381,0.0027034301206049216,19.38594291568507,0.04110156421000433
46,2,8310.400000000001,484.47999999999956,2786.5600000000004,120.31999999999994,1.6954939033676635,0.02457263336645954,0.912988461230902,0.0027782774300050272,19.585976830456854,0.21321504033302574
47,2,8288.000000000002,455.6800000000003,2772.4800000000005,101.11999999999989,1.7146623702382988,0.015561094999732794,0.9190077230797872,0.002839523811864697,19.836094990872034,0.2524917990526969
48,2,8376.960000000001,483.2000000000003,2802.5600000000004,126.08000000000015,1.7141338653712705,0.01901792231461874,0.9173189654926799,0.008180493222013585,19.71677582350997,0.35895936238655146
49,2,8433.920000000002,533.7600000000002,2807.0400000000004,119.03999999999996,1.7204602554101087,0.028352532268455022,0.9149997796275398,0.004940722603626546,19.8787482780669,0.43193540024159915
50,2,8403.2,514.5600000000004,2808.9600000000005,135.03999999999996,1.7197363916974377,0.02029814474941516,0.9178979377291067,0.003930678934261689,20.07613700138773,0.24059495466475234
51,2,8399.36,542.7200000000003,2800.0000000000005,126.07999999999993,1.7161069603718966,0.022458485278788243,0.9165858866318151,0.003282008379483281,20.10575027421889,0.10167518783890905
52,2,8426.880000000001,493.44000000000005,2807.0400000000004,93.44000000000005,1.7032116884786401,0.0029130874229674752,0.9211981880501777,0.0002942332479178855,20.4583548631473,0.14744246207338207
53,2,8407.04,515.8399999999997,2808.9600000000005,117.11999999999989,1.7007496913646896,0.006131872646999326,0.9251061288082193,0.000808836171557803,20.41449681463345,0.26270590420260476
54,2,8479.36,521.5999999999999,2833.9200000000005,129.2800000000002,1.6989396481957546,0.006467789377029742,0.9192697191676578,0.0035218864936403804,20.463903103470614,0.38429549349675796
55,2,8369.280000000002,497.27999999999975,2797.4400000000005,105.59999999999991,1.6949835539105562,0.00910615370168455,0.9218838213670133,0.004402927490646857,20.522269028469537,0.17382993169544747
56,2,8501.760000000002,565.7600000000002,2826.8800000000006,114.55999999999995,1.6966393630635594,0.0002579946455342208,0.9245805760810888,0.00030722136153976676,20.601373891492084,0.6548822419674458
57,2,8517.120000000003,581.1199999999999,2827.5200000000004,117.75999999999999,1.7007621967639295,0.010002193839065088,0.9216295634851972,0.0011302755569070344,20.77325955202276,0.5224993834975038
58,2,8428.160000000002,571.5200000000004,2829.4400000000005,131.20000000000005,1.7026790168779788,0.0001641061479001893,0.9237971404256438,0.0008894650427207496,20.65191769676681,0.33809581492018204
59,2,8426.880000000001,530.5600000000004,2813.4400000000005,96.0,1.7120008484746503,0.0006774812030387878,0.9200859367976695,0.0011353857394425515,20.9164563557081,0.2299134197702113
60,2,8456.320000000002,534.3999999999996,2814.0800000000004,109.44000000000005,1.7018743031743448,0.0028514304883019426,0.9209840384114992,0.00011934047673756165,21.057189518378657,0.36630583271458583
61,2,8372.480000000001,523.52,2801.9200000000005,107.51999999999998,1.7137579514660237,0.00543844376544067,0.9179631578022909,0.00010566776632320307,21.027994220714746,0.3518699857941101
62,2,8356.480000000001,533.1200000000003,2793.6000000000004,105.60000000000014,1.7047282006361666,0.002164494743039369,0.921447288113608,0.0023221609518582764,21.013253459808183,0.28320490788664365
63,2,8401.280000000002,615.04,2821.120000000001,142.08000000000015,1.7199395520020342,0.009318684924950915,0.9209701236015151,0.00018194626161360805,20.942090220391634,0.34874893956656017
64,2,8344.320000000002,535.0400000000004,2791.0400000000004,127.36000000000013,1.7009513130700338,0.011712390931711503,0.9209163001234377,0.0009571720580426324,20.949834060569543,0.2864928572794909
65,2,8372.480000000001,554.2399999999998,2798.7200000000003,128.6400000000001,1.7130002789120233,0.0020757267412531144,0.918160904369821,0.0030713046377828235,21.095010460957525,0.20188624640827868
66,2,8368.640000000001,554.2399999999998,2789.76,110.72000000000003,1.7252947593393706,0.00824735212465555,0.9234690163205438,0.004856276580903485,20.87501159992339,0.2277466206966121
67,2,8348.800000000001,539.52,2792.3200000000006,126.07999999999993,1.7182077107945668,1.1293997613237572e-05,0.9217868823888149,0.002285300110333899,21.1220588100221,0.28203015128390163
68,2,8280.320000000002,497.9200000000001,2784.6400000000003,115.83999999999992,1.7370551945313117,0.023278027107731747,0.9218090459542612,0.00019147231472044224,21.116660926221332,0.41416502373163055
69,2,8346.880000000001,430.0799999999999,2811.5200000000004,86.40000000000009,1.717252165766644,0.008672570729064688,0.9204413341691333,0.0006655754217913534,21.19979579605183,0.3358888189402105
70,2,8295.04,483.1999999999998,2783.3600000000006,112.0,1.725585649265756,0.024659177050181277,0.9187395890318273,0.0039614761494489725,21.20268153435287,0.4106249539828557
71,2,8287.360000000002,474.24000000000024,2776.9600000000005,109.44000000000005,1.7300212541596311,0.01680662790829257,0.9208196491864036,1.2873669071933325e-05,21.366564125214666,0.18580117798159534
72,2,8331.520000000002,455.6800000000003,2788.4800000000005,101.75999999999999,1.7282273117499167,0.03320749202636186,0.9235384016139296,0.0005821527033491591,21.381266857740236,0.13142842417554768
73,2,8323.2,484.4800000000005,2791.040000000001,92.79999999999995,1.7209798128274727,0.015315276345293172,0.9266973916166036,0.00037955839652781265,21.448471275226524,0.4007152325029999
74,2,8316.160000000002,531.2000000000003,2789.120000000001,117.75999999999999,1.7363672262360434,0.025921862203900137,0.9201716953512062,0.001187623030930729,21.520432984409155,0.4576980576931309
75,2,8349.440000000002,505.59999999999945,2794.8800000000006,112.0,1.7289667472357546,0.03930339701425689,0.9197644012287695,0.0021173424052400858,21.48793675122723,0.31684651144015596
76,2,8352.640000000001,525.44,2802.5600000000004,113.27999999999997,1.7288732713298685,0.011112597558720294,0.9188353509751019,0.00014098895729780514,21.568275843580587,0.217508302393556
77,2,8300.160000000002,429.4400000000005,2787.2000000000007,92.79999999999995,1.7303280278838644,0.022392168221340825,0.9187644250791598,0.00248858696903298,21.580858087780076,0.22152885936561617
78,2,8337.920000000002,442.87999999999965,2792.3200000000006,90.24000000000001,1.7246098461343864,0.03156005916287219,0.9228051970927819,0.0026312840493035727,21.7158705680179,0.30003882370437296
79,2,8295.680000000002,398.0800000000004,2779.5200000000004,82.55999999999995,1.7219647170821268,0.029153879385048098,0.9238151165564197,0.0009824152600091396,21.607382886726032,0.2685015343352255
80,2,8282.880000000001,410.8800000000001,2776.960000000001,87.68000000000006,1.7318863015699661,0.03074504961678115,0.9193808785424481,0.006122217432784072,21.621928725774783,0.33836196173226796
81,2,8285.440000000002,431.3599999999997,2780.8,78.72000000000003,1.743046864207766,0.04161619168436492,0.9219587380159322,0.0020281958588801996,21.630261336250264,0.2700708989280809
82,2,8289.920000000002,423.0399999999995,2768.0000000000005,73.59999999999991,1.7257030517797332,0.02525456678780924,0.9238310242433094,0.0017932010090369044,21.58932400960916,0.3355737937267591
83,2,8291.840000000002,468.48,2776.3200000000006,97.27999999999997,1.742547166767145,0.01603063482346523,0.9257025358217101,0.0035939598972412057,21.6165404284389,0.3891785149148319
84,2,8207.360000000002,401.9200000000005,2760.9600000000005,79.36000000000013,1.743563307515525,0.030740261189355578,0.9196572353222354,0.008385406075454738,21.696180843769067,0.27238287591253396
85,2,8168.960000000002,404.4800000000005,2752.0000000000005,79.36000000000013,1.7645952529378235,0.034413449612663016,0.9185201282615731,0.007154937213004697,21.609544421683037,0.3674827405324379
86,2,8219.520000000002,460.1600000000003,2771.8400000000006,95.36000000000013,1.7621512530685735,0.02008147728092491,0.9214724379143111,0.0027403356135309864,21.758443324742423,0.36564156778680257
